question_text,question_img_url,difficulty_level,explanation,explanation_img_url,chapter_id,question_choice_1,question_choice_2,question_choice_3,question_choice_4,question_choice_1_image_url,question_choice_2_image_url,question_choice_3_image_url,question_choice_4_image_url,correct_choice,easy,1
$\frac{d}{d x} \cos x^{\circ}=?$,,easy,$\frac{d}{d x} \cos \cos x^{\circ}=\left(-\sin \sin x^{\circ}\right) \frac{d}{d x}\left(x^{\circ} * \frac{\pi}{180}\right) \operatorname{rad}=-\frac{\pi}{180} \sin \sin x^{\circ}$,,99,$-\sin x^{0}$,$x^{2} \sin x^{2}$,$\frac{\pi}{180} \sin x^{\circ}$,$-\frac{\pi}{180} \sin x^{\circ}$,,,,,4,,
"If $\frac{d}{d x}\left(3 x^{3}+x\right)=\frac{d}{d x}\left(-3 x^{2}-5\right)$, then $x=?$",,moderate,"simplifying both sides:
\[
9 x^{2}+1=-6 x \rightarrow 9 x^{2}+6 x+1=0
\]
\[
(3 x+1)^{2}=0 \rightarrow 3 x+1=0 \rightarrow \quad x=-\frac{1}{3}
\]",,99,1 or 2,$\frac{-1}{3}$,1 or $\frac{-1}{3}$,1 or 0,,,,,2,,
"If $f(y)=b y^{3}$ then which of the following is true
(l) $\frac{d}{d x} f(y)=3 b y$
(II) $\frac{d}{d x} f(y)=3 b y^{2}$
$(III) \frac{d}{d x} f(y)=2 y^{2}$",,easy,Simple Derivative: $\frac{d}{d x} f(x)=b\left(3 y^{2}\right) \frac{d}{d x} y=3 b y^{2} y^{\prime}$,,99,I only,II only,I & II only,None,,,,,4,,
The point at which the curve $y=x^{2}-4 x+3$ has gradient -2 is?,,moderate,"$\quad \frac{d y}{d x}=2 x-4=-2 \rightarrow 2 x=4-2 \quad \rightarrow \quad 2 x=2 \rightarrow x=1$
Put in $y$ $y=(1)^{2}-4(1)+3=0$
The required point is (1,0)",,99,"(0,1)","(1,0)","(2,1)","(-3,2)",,,,,2,,
"The deceleration of a point, when it is momentarily at rest, which is moving along a straight line with a velocity $16-t^{2}$ is ___________",,easy,"$\quad a=\frac{d v}{d t}=\frac{d}{d t}\left(16-t^{2}\right)=-2 t \quad v=16-t^{2}=0 \rightarrow t=4$
$a=-2(4)=-8 m / s^{2}$",,99,$4 \mathrm{m} / \mathrm{sec}^{2}$,$6 m / s^{2}$,$2 \mathrm{m} / \mathrm{sec}^{2}$,$8 \mathrm{m} / \mathrm{sec}^{2}$,,,,,4,,
$y=\frac{2}{x}$ then $y+\frac{1}{2} \frac{d^{2} y}{d x^{2}}=?$,,easy,"$\frac{d y}{d x}=-\frac{2}{x^{2}}, \frac{d^{2} y}{d x^{2}}=\frac{4}{x^{3}} \quad$ since only $(c)$ has $x^{3}$ denominator so it's only valid option",,99,$\frac{2+x}{x^{2}}$,$\frac{2+2 x}{x^{2}}$,$\frac{2\left(1+x^{2}\right)}{x^{3}}$,$\frac{x^{3}-1}{2}$,,,,,3,,
"Differentiating $x^{9}$ w.r.t, $x^{2},$ we get",,moderate,"$u^{\prime}=\frac{d}{d x}\left(x^{9}\right)=9 x^{8}, \quad v^{\prime}=\frac{d}{d x}\left(x^{2}\right)=2 x \quad$ using chain rule $\frac{u^{\prime}}{v^{\prime}}=\frac{9 x^{8}}{2 x}=\frac{9}{2} x^{7}$",,99,$5 x^{9}$,$\frac{5}{2} x^{6}$,$\frac{9}{2} x^{7}$,$3 x^{6}$,,,,,3,,
$\frac{d}{d x} e^{e^{x}}=?$,,easy,$\frac{d}{d x}\left(e^{e^{x}}\right)=e^{e^{x}} \frac{d}{d x} e^{x}=e^{x} e^{e^{x}}$,,99,$e^{2 x}$,$e^{x} e^{e^{x}}$,$e^{x}$,$\frac{1}{e^{x}}$,,,,,2,,
Derivative of $\ln e^{x^{3}}$ w.r.t $x$ is,,easy,$\frac{d}{d x}\left(\ln \ln e^{x^{3}}\right)=\frac{d}{d x}\left(x^{3} \ln \ln e\right)=3 x^{2}$,,99,$3 x^{2}$,$3 e^{x^{2}}$,$\frac{1}{3 e^{x}}$,$\frac{1}{e^{x}}$,,,,,1,,
$\frac{d}{d x}(c)=?$,,easy,Derivative of Constant is 0.,,99,2c,c,0,$\infty$,,,,,3,,
"$\frac{d y}{d x}=?$ If $x=\frac{a\left(1-t^{2}\right)}{2 a t}, y=\frac{2 b t}{1+t^{2}}$",,moderate,$\begin{aligned} \frac{d x}{d t}=\frac{d}{d t}\left(\frac{1-t^{2}}{2 t}\right)=\frac{2 t(-2 t)-\left(1-t^{2}\right)(2)}{4 t^{2}}=\frac{-2 t^{2}-2}{4 t^{2}} &=-\frac{1+t}{2 t^{2}} \\ \frac{d y}{d t}=\frac{d}{d t}\left(\frac{2 b t}{1+t^{2}}\right)=\frac{\left(1+t^{2}\right)(2 b)-2 b t(2 t)}{\left(1+t^{2}\right)^{2}} &=\frac{2 b\left(1-t^{2}\right)}{\left(1+t^{2}\right)^{2}} \\ \frac{d y}{d x}=&-\frac{4 b t^{2}(1-t)}{\left(1+t^{2}\right)^{2}} \end{aligned}$,,99,$\frac{a\left(t^{2}-1\right)}{2 b t}$,$\frac{b\left(1-t^{2}\right)}{2 a t}$,$\frac{2 a t}{t^{2}(t-1)}$,none,,,,,4,,
If $x^{\frac{3}{4}}+y^{\frac{3}{4}}=a^{\frac{3}{4}}$ then $\frac{d y}{d x}=?$,,moderate,"For cases like implicit or complex explicit
\[
\begin{array}{l}
\text { functions } f(x, y), \frac{d y}{d x}=-\frac{\frac{\partial f(x, y)}{\partial x}}{\frac{\partial f(x, y)}{\partial y}} \\
\frac{\partial f(x, y)}{\partial x}=\frac{3}{4 x^{\frac{1}{4}}} \quad \frac{\partial f(x, y)}{\partial y}=\frac{3}{4 y^{4}} \quad \text { Using }
\end{array}
\]
relation:
\[
\frac{d y}{d x}=-\left(\frac{3}{4 x^{\frac{1}{4}}}\right) /\left(\frac{3}{4 y^{\frac{1}{4}}}\right)=-\left(\frac{y}{x}\right)^{\frac{1}{4}}
\]",,99,$\left(\frac{y}{x}\right)^{\frac{3}{4}}$,$-\left(\frac{y}{x}\right)^{\frac{1}{4}}$,$-\left(\frac{x}{y}\right)^{\frac{1}{4}}$,$\left(-\frac{y}{x}\right)^{\frac{3}{4}}$,,,,,2,,
"Given $S=980 t-490 t^{2} \mathrm{cm},$ the velocity at the instant $t=1 / 2$ is",,easy,"$v=\frac{d S}{d t}=980-980 t \quad$ at $t=\frac{1}{2}, \quad v=980-980\left(\frac{1}{2}\right)=490 \mathrm{cm} / \mathrm{sec}$",,99,490cm,$490 \mathrm{cm} / \mathrm{sec}$,-$490 \mathrm{cm} / \mathrm{sec}$,$49 \mathrm{cm} / \mathrm{sec}$,,,,,2,,
"If $x=a \cos ^{4} \vartheta, y=b \sin ^{4} \vartheta$ then",,moderate,$\begin{aligned} \frac{d x}{d \theta}=-4 a \theta \sin \sin \theta & \frac{d y}{d \theta}=4 b \theta \cos \cos \theta \quad \frac{d y}{d x}=\frac{d y}{d \theta} * \frac{d \theta}{d x} \\ \frac{d y}{d x}=\frac{4 b \theta \cos \cos \theta}{-4 a \theta \sin \sin \theta}=-\frac{b}{a} \theta \rightarrow a \frac{d y}{d x}=-b \theta \end{aligned}$,,99,$a \frac{d y}{d x}=-b \tan ^{2} \theta$,$a \frac{d y}{d x}-b \tan ^{2} \theta=0$,$\frac{d y}{d x}=\frac{a}{b \tan ^{2} \theta}$,none,,,,,1,,
$\frac{d}{d x} \ln (\ln x)=?$,,moderate,$\frac{d}{d x}(\ln \ln (\ln \ln x))=\frac{1}{\ln \ln x} \frac{d}{d x}(\ln \ln (x))=\frac{1}{\ln \ln x} \frac{1}{x}=\frac{1}{x \ln \ln x}$,,99,$\frac{1}{x}$,$\frac{1}{x \ln a}$,$\frac{1}{x \ln x}$,$\frac{x}{\ln x}$,,,,,3,,
"$\delta y=?$ If $y=3 x^{2}+5 x-2, x=1, d x=-0.5$",,moderate,"$y+\delta y=3(x+\delta x)^{2}+5(x+\delta x)-2$
$\delta y=3 x^{2}+6 x \delta x+3(\delta x)^{2}+5 x+5 \delta x-2-3 x^{2}-5 x+2=6 x \delta x+3(\delta x)^{2}+5 \delta x$
$\delta y=6(1)(-0.5)+3(-.5)^{2}+5(-.5)=-3+.75-2.5=-4.75$",,99,13.92,-4.75,13.21,11.76,,,,,2,,
"If $y=7 x^{6}+3 x^{4}-5 x^{3}+2,$ then which one is true",,easy,"if degree of polynomial is $n,$ then $y_{n+1}=0$",,99,$y_{5}=0$,$y_{6}=0$,$y_{7}=0$,$y_{4}=0$,,,,,3,,
"If y = vw then which is false",,difficult,"$y_{1}=v w_{1}+w v_{1}$
$y_{2}=\left(v_{1} w_{1}+v w_{2}\right)+\left(w_{1} v_{1}+w v_{2}\right)=v w_{2}+2 v_{1} w_{1}+w v_{2}$
$y_{3}=\left(v_{1} w_{2}+v w_{3}\right)+2\left(v_{1} w_{2}+v_{2} w_{1}\right)+\left(w_{1} v_{2}+w v_{3}\right)=v w_{3}+3\left(v_{1} w_{2}+w_{1} v_{2}\right)+w v_{3}$",,99,$y_{1}=v w_{1}+v_{1} w$,$y_{2}=v w_{2}+2 w_{1} v_{1}+v_{2} w$,$y_{3}=v w_{s}+3 v_{2} w_{1}+v_{3} w$,$y_{4}=v w_{4}+4 v_{1} w_{3}+6 v_{2} w_{2}+4 v_{3} w_{1}+v_{4} w$,,,,,3,,
If $y=e^{20 x}$ then $y_{4} ?$,,moderate,"$y_{4}=(20)^{4} e^{20 x}=160000 e^{20 x}$ for $e^{a x}, y_{n}=a^{n} e^{a x}$",,99,$16000 e^{20 x}$,$160000 e^{20 x}$,$1600000 e^{20 x}$,$16000000 e^{20 x}$,,,,,2,,
If $y=\cos a x$ then $y_{8}=?$,,moderate,"for $y=\cos \cos (a x), \quad y_{n}=a^{n} \cos \cos \left(a x+\frac{n}{2} \pi\right)$",,99,$a^{8} \cos (a x+4 \pi)$,$a^{8} \cos (a x+2 \pi)$,$a^{8} \cos (a x+5 \pi)$,$a^{8} \cos (a x+3 \pi)$,,,,,1,,
The minimum value of the function $y=x^{3}-3 x^{2}$ is,,moderate,"$\begin{aligned} \frac{d y}{d x}=3 x^{2}-6 x=0 \rightarrow x=0,2 & \frac{d^{2} y}{d x^{2}}=6 x-6 \\ y_{2}(0)=-6<0 \quad \text { Maxima } & y_{2}(2)=6>0 \quad \text { Minima } \\ y(2)=2^{3}-3(2)^{2}=8-12=-4 & \end{aligned}$",,99,$y(1)=-13$,y(2) = -4,y(2) = 4,y(3) = 0,,,,,2,,
$\frac{d}{d x} a^{x}=?$,,easy,Theoretical Formula,,99,$\ln a$,$x \ln a$,$a^{x} \ln a$,$a \ln x$,,,,,3,,
$\frac{d}{d x} 7^{4 x-3}=?$,,easy,$\frac{d}{d x}\left(7^{4 x-3}\right)=7^{4 x-3} \ln \ln 7 \frac{d}{d x}(4 x-3)=4.7^{4 x-3} \ln \ln 7$,,99,$\frac{4 x-3}{\ln 7}$,$4 x \ln 7$,$(4 x-3) \ln 7$,$4.7^{4 x-3} \ln 7$,,,,,4,,
$\frac{d}{d x} \sec 2 x=?$,,easy,Theoretical Formula,,99,$2 . \sec 2 x \cdot \tan 2 x$,$2 . \sec 2 x \cdot \tan ^{2} x$,$2 .$ secx.tanx,$\sec 2 x \cdot \tan 2 x$,,,,,1,,
$\frac{d}{d x} \cos (\cos (\cos x))=?$,,moderate,"there are three functions, so there will three derivatives with functions reducing in each. Option (c) fits all criterion.
\[
\frac{d}{d x} \cos \cos (\cos \cos (\cos \cos x))=-\sin \sin (\cos \cos (\cos \cos x)) \frac{d}{d x}(\cos \cos (\cos \cos x))=-\sin \sin (\cos \cos (\cos \cos x))
\]",,99,$-\sin [\cos (\cos x)] \cdot \sin (\cos x)$,$-\cos [\sin (\sin x)] \cdot \sin (\sin x)$,$-\sin [\cos (\cos x)] \cdot \sin (\cos x) \cdot \sin x$,$\sin [\cos (\cos x)] \cdot \cos (\cos x)$,,,,,3,,
"$\frac{y}{x}=\tan ^{-1} \frac{x}{y},$ then $\frac{d y}{d x}=?$",,difficult,"$y=x\left(\frac{x}{y}\right) \rightarrow \frac{d y}{d x}=x \frac{d}{d x}\left(\frac{x}{y}\right)+\left(\frac{x}{y}\right) \frac{d x}{d x} \rightarrow \frac{x}{1+\left(\frac{x}{y}\right)^{2}} \frac{d}{d x}\left(\frac{x}{y}\right)+\frac{y}{x}$
$\frac{d y}{d x}=x \frac{y^{2}}{x^{2}+y^{2}} *\left(\frac{y-x \frac{d y}{d x}}{y^{2}}\right)+\frac{y}{x}=\frac{x y}{x^{2}+y^{2}}-\frac{x^{2}}{x^{2}+y^{2}}\left(\frac{d y}{d x}\right)+\frac{y}{x}$
$\left(1+\frac{x^{2}}{x^{2}+y^{2}}\right) \frac{d y}{d x}=\frac{y}{x}\left(1+\frac{x^{2}}{x^{2}+y^{2}}\right) \rightarrow \frac{d y}{d x}=\frac{y}{x}$",,99,$\frac{x}{y}$,$\frac{y}{x}$,$x y$,$\frac{1}{x y}$,,,,,2,,
$\frac{d}{d x} \cos ^{-1} 3 x=?$,,easy,$\frac{d}{d x} 3 x=\frac{-1}{\sqrt{1-(3 x)^{2}}} \frac{d}{d x}(3 x)=\frac{-3}{\sqrt{1-9 x^{2}}}$,,99,$\frac{-1}{\sqrt{1-9 x^{2}}}$,$\frac{1}{\sqrt{1-9 x^{2}}}$,$\frac{3}{\sqrt{1-9 x^{2}}}$,$\frac{-3}{\sqrt{1-9 x^{2}}}$,,,,,4,,
$\frac{d}{d x} \frac{1}{\cos ^{-1} x}=?$,,moderate,$-1(x)^{-1-1} \frac{d}{d x}(x)=-\frac{1}{(x)^{2}} * \frac{-1}{\sqrt{1-x^{2}}}=\frac{1}{(x)^{2} \sqrt{1-x^{2}}}$,,99,$\frac{-1}{\left(\cos ^{-1} x\right)^{2}}$,$\frac{1}{\left(\cos ^{-1} x\right)^{2}}$,$\frac{1}{\left(\cos ^{-1} x\right)^{2} \sqrt{1-x^{2}}}$,$\frac{-1}{\left(\cos ^{-1} x\right)^{2} \sqrt{1-x^{2}}}$,,,,,3,,
"In case of strictly decreasing functions, the derivative is",,easy,The property of derivatives,,99,Positive,negative,zero,either negative or zero,,,,,2,,
The derivative of an even function is always,,easy,"Important Property: due to reduction in power, even function becomes odd",,99,Odd function,even function,Does not exist,both a & b,,,,,1,,
"If $y=\ln x$, then $y_{4}=?$",,easy,$y_{1}=\frac{1}{x} \quad y_{2}=-\frac{1}{x^{2}} \quad y_{3}=\frac{2}{x^{3}} \quad y_{4}=-\frac{6}{x^{4}}$,,99,$\frac{-3}{x^{4}}$,$\frac{-6}{x^{4}}$,$\frac{-5}{x^{4}}$,$\frac{4}{x^{4}}$,,,,,2,,
If $y=\tan \left(\operatorname{ptan}^{-1} x\right)$ then $\left(1+x^{2}\right) y_{1}=?$,,moderate,"Rearranging $(y)=p x$ Differenti
\[
\frac{1}{1+y^{2}} y_{1}=\frac{p}{1+x^{2}} \rightarrow\left(1+x^{2}\right) y_{1}=p\left(1+y^{2}\right)
\]",,99,$\left(1+y^{2}\right)$,$\left(1-y^{2}\right)$,$\frac{1}{p\left(1+y^{2}\right)}$,$p\left(1+y^{2}\right)$,,,,,4,,
$\frac{d^{2} y}{d x^{2}}$ for $x^{2}+y^{2}=a^{2}$ is,,moderate,"Rearranging $y^{2}=a^{2}-x^{2}$
Differentiating
\[
2 y\left(y_{1}\right)=-2 x
\]
\[
y_{1}=-\frac{x}{y}
\]
Differentiating
\[
y_{2}=-\frac{y-x y_{1}}{y^{2}}=-\frac{y-x\left(-\frac{x}{y}\right)}{y^{2}}=-\frac{y^{2}+x^{2}}{y^{3}}=-\frac{a^{2}}{y^{3}}
\]",,99,$\frac{-a^{2}}{y}$,$\frac{-a^{2}}{y^{3}}$,$\frac{a^{2}}{y^{2}}$,$\frac{y^{3}}{a^{2}}$,,,,,2,,
$\frac{d}{d x} \ln x^{x}=?$,,moderate,$\frac{d}{d x}(x \ln \ln x)=x * \frac{1}{x}+\ln \ln x * 1=\ln \ln x+1$,,99,$\ln x+1$,$(\ln x)^{x}$,$x^{x} \cdot \ln x$,$x^{x} \cdot \ln (e x)$,,,,,1,,
$\frac{d}{d x}(\ln x)^{\ln x}=?$,,moderate,"let $y=(\ln \ln x)^{\ln \ln x} \rightarrow \ln \ln y=\ln \ln x \ln \ln (\ln \ln x) \quad$ Differentiate
$\frac{1}{y} y_{1}=\ln \ln x * \frac{1}{\ln \ln x} \frac{d}{d x} \ln \ln x+\ln \ln \ln \ln x \frac{1}{x}=\frac{1}{x}(1+\ln \ln (\ln \ln x))$
$y_{1}=\frac{d}{d x}(\ln \ln x)^{\ln \ln x}=(\ln \ln x)^{\ln \ln x}\left(\frac{1+\ln \ln (\ln \ln x)}{x}\right)$",,99,$(\ln x)^{\ln x}\left(\frac{1+\ln \ln x}{x}\right)$,$(\ln x)^{\ln x}(1+\ln \ln x)$,$(\ln x)^{\ln x}\left(\frac{\ln \ln x}{x}\right)$,none,,,,,1,,
$\frac{d}{d x} \cosh x=?$,,easy,Theoretical Formula,,99,sinhx,#NAME?,sechx,None,,,,,1,,
Theoretical Formula,,easy,Theoretical Formula,,99,$\frac{1}{x \sqrt{1+x^{2}}}$,$\frac{1}{1-x^{2}}$,$\frac{-1}{\sqrt{1+x^{2}}}$,$\frac{-1}{x \sqrt{1+x^{2}}}$,,,,,4,,
"If $y=e^{x} \sin x,$ then $\frac{d^{2} y}{d x^{2}}-2 \frac{d y}{d x}+2 y=?$",,moderate,"$y_{1}=e^{x} \cos \cos x+e^{x} \sin \sin x=e^{x} \cos \cos x+y$
$y_{2}=y_{1}-e^{x} \sin \sin x+e^{x} \cos \cos x=y_{1}-y+e^{x} \cos \cos x-y+y=y_{1}+y_{1}-2 y$
$y_{2}-2 y_{1}+2 y=0$",,99,$1-x^{2}$,0,2x,$x+2$,,,,,2,,
The Maclaurin series expansion of $e^{x}$ is,,easy,"Important Series to remember
\[
\begin{array}{ll}
f(x)=e^{x} \rightarrow f(0)=e^{0}=1 & f^{\prime}(x)=e^{x} \rightarrow f^{\prime}(0)=e^{0}=1 \\
f^{\prime \prime}(x)=e^{x} \rightarrow f^{\prime \prime}(0)=e^{0}=1 & f^{\prime \prime \prime}(x)=e^{x} \rightarrow f^{\prime \prime \prime}(0)=e^{0}=1
\end{array}
\]
Applying Maclaurin Series: $f(x)=f(0)+x f^{\prime}(0)+\frac{x^{2}}{2 !} f^{\prime \prime}(0)+\frac{x^{3}}{3 !} f^{\prime \prime \prime}(0)+\ldots$
\[
f(x)=1+x+\frac{x^{2}}{2 !}+\frac{x^{3}}{3 !}+\ldots
\]",,99,$1+x-\frac{x^{2}}{2}+\frac{x^{3}}{3}-\cdots$,$1-x-\frac{x^{2}}{2}-\frac{x^{3}}{3}-\cdots$,$1+x+\frac{x^{2}}{2 !}+\frac{x^{3}}{3 !}+\cdots$,None,,,,,3,,
The maximum value of the function fx=sin x cos x  is,,moderate,"$\frac{d}{d x} f(x)=\sin \sin x(-\sin \sin x)+\cos \cos x(\cos \cos x)=x-x=\cos \cos 2 x=0$
$x=\frac{\pi}{4} \quad f\left(\frac{\pi}{4}\right)=\sin \sin \frac{\pi}{4} \cos \cos \frac{\pi}{4}=\frac{1}{\sqrt{2}} * \frac{1}{\sqrt{2}}=\frac{1}{2}$",,99,1,2,$\frac{1}{2}$,0,,,,,3,,
"If $\sqrt{x}+\sqrt{y}=1$ then slope of tangent to the curve at $\left(\frac{1}{4}, \frac{1}{4}\right)$ is;",,moderate,"$\begin{array}{ll}\text { differentiating: } & \frac{1}{2 \sqrt{x}}+\frac{1}{2 \sqrt{y}} \frac{\partial y}{d x}=0 \rightarrow \frac{\partial y}{d x}=-\sqrt{\frac{y}{x}} \\ \text { At }\left(\frac{1}{4}, \frac{1}{4}\right) & \frac{d y}{d x}=-\end{array} \sqrt{\frac{\frac{1}{x}}{\frac{1}{4}}}=-\sqrt{1}=-1$",,99,1,2,-1,$\frac{1}{2}$,,,,,3,,
"Equation of normal to the curve $y=\sin x$ at $(\pi, 0)$ is",,moderate,"\[
\frac{d}{d x} \sin \sin x=\cos \cos x \quad \text { slope of tangent is } \cos \cos \pi=-1
\]
The slope of normal will be
1
\[
y=1(x-\pi) \rightarrow x-y=\pi
\]",,99,$x+y+\pi=0$,$x+y-\pi=0$,$x-y=\pi$,$x-y+\pi=0$,,,,,3,,
A rectangle is of perimeter 176m. What will be its maximum area?,,moderate,"$P=2 x+2 y=176 \rightarrow x+y=88 m \rightarrow y=88-x$
Area$=x y=x(88-x)=88 x-x^{2}$
$\frac{d}{d x}\left(88 x-x^{2}\right)=88-2 x=0 \rightarrow x=44, y=88-x=44$
$A_{\max }=44(44)=1936 \mathrm{m}^{2}$",,99,$1936 \mathrm{m}^{2}$,$1854 m^{2}$,$2110 m^{2}$,$1836 m^{2}$,,,,,1,,
A cylinder is contained in a sphere of radius “R”. What will be its height if its volume is maximum?,,difficult,"the cylinder will be inscribed in such a way that its centre passes through the centre of sphere, if $^{\prime} r^{\prime}$ is radius of base of cylinder and 'h' is height, then
\[
\begin{array}{c}
r^{2}=R^{2}-\frac{h^{2}}{2} \rightarrow r=\sqrt{R^{2}-\frac{h^{2}}{4}} \\
V_{c}=\pi r^{2} h=\pi\left(R^{2}-\frac{h^{2}}{4}\right) h \\
\frac{d}{d h} V_{c}=\pi R^{2}-\frac{3}{4} \pi h^{2} \rightarrow h=\frac{\sqrt{2}}{3} R
\end{array}
\]",,99,$\frac{r}{\sqrt{3}}$,$r \sqrt{3}$,$\frac{2 r}{\sqrt{3}}$,$2 \sqrt{3} r$,,,,,3,,
$\frac{d^{777} y}{d x^{777}}(\cos x)=?$,,moderate,"Values repeat after $4,$ for greater values, only take last 2 digits and divide by four. The remainder of 77 after dividing by 4 is $1,$ so;
\[
\frac{d^{777} y}{d x^{777}} \cos \cos x=\frac{d^{77} y}{d x^{77}} \cos \cos x=\frac{d}{d x} \cos \cos x=-\sin \sin x
\]",,99,$\cos x$,$\sin x$,$-\sin x$,$\cos x$,,,,,3,,
If $f(2)=4$ and $f^{\prime}(2)=4$ then $\lim _{x \rightarrow 2} \frac{x \cdot f(2)-2 f(x)}{x-2}=?$,,moderate,Using L' Hospital $\frac{f(2)-2 f^{\prime}(2)}{1}=\frac{4-2(4)}{1}=4-8=-4$,,99,2,-2,-4,3,,,,,3,,
$\mathrm{y}=\operatorname{Sec}^{-1}\left(\frac{x+1}{x-1}\right)+\sin ^{-1}\left(\frac{x-1}{x+1}\right)$ then $\frac{d y}{d x}=?$,,easy,$y=\left(\frac{x-1}{x+1}\right)+\left(\frac{x-1}{x+1}\right)=\frac{\pi}{2} \quad \frac{d y}{d x}=\frac{d}{d x}\left(\frac{\pi}{2}\right)=0$,,99,1,0,$\frac{x+1}{x-1}$,$\frac{x-1}{x+1}$,,,,,2,,
"$f(x)=\left\{\begin{array}{ll}0, & x<0 \\ x^{2}, & x \geq 0 \text { then for all } x\end{array}\right.$",,moderate,"since $f(x)$ is differentiable after for $x \geq 0$ and have a value for $x<0,$ so it is continuous.",,99,$f^{\prime}(x)$ is differentiable,f is differentiable,$f^{\prime}$ is continuous,f is continuous,,,,,3,,
"The point on the curve $y^{2}=x,$ the tangent at which makes an angle of $\frac{\pi}{4}$ with $x$ -axis is",,moderate,"$\frac{d}{d x} y^{2}=\frac{d}{d x} x \rightarrow \frac{d y}{d x}=\frac{1}{2 y}$
for angle $45, \frac{d y}{d x}=1=\frac{1}{2 y} \rightarrow y=\frac{1}{2}, x=\frac{1}{4}$",,99,"$\left(\frac{1}{2}, \frac{1}{4}\right)$","$\left(\frac{1}{2}, \frac{1}{2}\right)$","(2,4)","$\left(\frac{1}{4}, \frac{1}{2}\right)$",,,,,4,,
$f(x)=x^{3}-27 x+5$ is increasing when,,moderate,"\[
\frac{d}{d x} f(x)=3 x^{2}-27=0 \quad x=\pm 3
\]
So, functions is increasing after relative extreme points.",,99,x<-3,$|x|>3$,$|x|<3$,$x \geq 3$,,,,,2,,
"If $f(x)=\sqrt{x^{2}-2 x+1},$ on the interval $[0,2], \ldots \ldots . .$ then $f^{\prime}(x)=?$",,easy,$f(x)=\sqrt{(x-1)^{2}}=x-1 \quad f^{\prime}(x)=1$,,99,1,-1,0,Does not exist,,,,,1,,
Derivative of $\operatorname{Sec}^{-1}\left(\frac{1}{2 x^{2}-1}\right)_{\text {w.r.t }} \sqrt{1-x^{2}}$ at $x=\frac{1}{2}$ is,,moderate,"\[
\begin{aligned}
\frac{d}{d x}\left(\frac{1}{2 x^{2}-1}\right)=\frac{d}{d x}\left(2 x^{2}-1\right) &=\frac{\frac{d}{d x}\left(2 x^{2}-1\right)}{\sqrt{1-\left(2 x^{2}-1\right)^{2}}}=\frac{4 x}{\sqrt{1-4 x^{2}+4 x-1}} \\
&=\frac{4 x}{2 \sqrt{x-x^{2}}}=\frac{2 x}{\sqrt{x-x^{2}}}
\end{aligned}
\]
$\frac{d}{d x} \sqrt{1-x^{2}}=\frac{-2 x}{\sqrt{1-x^{2}}}$ Using Chain Rule
\[
\frac{2 x}{\sqrt{x(1-x)}} * \frac{\sqrt{(1-x)(1+x)}}{-2 x}=-\sqrt{\frac{1+x}{x}}
\]",,99,4,-4,0,$\frac{1}{2}$,,,,,1,,
$y=|\sec x|$ is not differentiable for all $x$,,easy,$\sec \sec x$ is discontinuous at these intervals,,99,$x=\frac{n \pi}{2}$,$x=(2 n+1) \frac{\pi}{2}$,$x=n \pi$,None,,,,,2,,
Minimum value of $\sqrt{e^{x^{2}}-1}$ is,,easy,"the minimum value of $x^{2}$ is $0,$ so $\sqrt{e^{0}-1}=\sqrt{1-1}=0$",,99,1,-1,0,2,,,,,3,,
If $g(x)$ is inverse of $f(x)$ and $f^{\prime}(x)=\frac{1}{1+x^{2}}$ then $g^{\prime}(x)=?$,,easy,Important property of derivative of Inverses,,99,$1+x^{2}$,$1+g(x)$,$1+[g(x)]^{2}$,None,,,,,3,,
If $U$ is a variable $V$ is a constant then $\frac{d}{d u}\left(U^{v}\right)=?$,,easy,Power rule of Derivative,,99,$U \cdot V^{U-1}$,$V . U^{V-1}$,$U^{V-1}$,$V. U^{V}$,,,,,2,,
If $y=\sqrt{\sin x+\sqrt{\sin x+\sqrt{\sin x+\ldots+\infty}}}$ then $\frac{d y}{d x}(2 y-1)=?$,,moderate,"$y^{2}=\sin \sin x+=\sin \sin x+y \quad$ Differentitate
$2 y y_{1}=\cos \cos x+y_{1} \rightarrow 2 y y_{1}-y_{1}=\frac{d y}{d x}(2 y-1)=\cos \cos x$",,99,Sinx,Cosx,Secx,Cosecx,,,,,2,,
$\frac{d}{d x} \sin ^{-1}\left(\cos \left(\frac{\pi}{2}-x\right)\right)=?$,,moderate,"\[
\left(\cos \cos \left(\frac{\pi}{2}-x\right)\right)=(\sin \sin x)=x
\]
Allied Angle Differentiate $\frac{d}{d x}(x)=1$",,99,$\frac{\pi}{2}$,Cosx,1,–Sinx,,,,,3,,
$\mathrm{f}_{\mathrm{Y}}=e^{\ln \sin x^{2}}$ then $\frac{d y}{d x}=?$,,moderate,$y=e^{\ln \ln \sin \sin x^{2}}=\sin \sin x^{2} \quad$ differentiate $\quad \frac{d y}{d x}=\cos \cos x^{2} \cdot \frac{d}{d x} x^{2}=2 x \cos \cos x^{2}$,,99,$\cos x^{2}$,$x^{2} \cos x^{2}$,$2 x \cos x^{2}$,$\sin x^{2}$,,,,,3,,
